treatment_key,year,location,test_id,experiment_name,watered,planting_date,digging_date,test_entry,variety_key,variety,treatment,block,plot_number,plot_weight,total_seed_weight,total_seed_count,calc_seed_weight_200,seed_weight_200,seed_weight_100,seed_per_pound,peanut_yield,moisture,tsmk,ok,dk,elk,fancy,maturity_code,maturity,market_type,plot_harvest_length,plot_harvest_width,plots_per_acre,plot_row_number,plot_column_number,notes,plots
Georgia-14Nø807PN25-227,2025,Attapulgus,807PN,807PN25,TRUE,5/23/2025,10/24/2025,97,1108,Georgia-14N,,2,227,15.81611732,-9,-9,-9,-9,,-9,5741,,-9,-9,-9,-9,-9,6,M+,Runner,20,6,363,6,16,,
Georgia-11Jø508PN15-110,2015,Midville,508PN,508PN15,FALSE,,10/31/2015,93,,Georgia-11J,,1,110,15.81444444,,,-9,,,-9,5741,7,,,,,,7,ML,Virginia,20,6,363,,,,
Georgia-07Wø607PN14-329,2014,Tifton,607PN,607PN14,TRUE,,12/31/2013,96,,Georgia-07W,,3,329,15.82,,,-9,,,-9,5743,7,,,,,,6,M+,Runner,20,6,363,,,,
Georgia-19HPø608PN21-417,2021,Tifton,608PN,608PN21,FALSE,,9/30/2021,,,Georgia-19HP,,4,417,15.82,,,-9,,,-9,5743,,,,,,,5,M,Virginia,20,6,363,,,,
Tifguardø607PN14-318,2014,Tifton,607PN,607PN14,TRUE,,12/31/2013,83,,Tifguard,,3,318,15.82,,,-9,,,-9,5743,7,,,,,,5,M,Runner,20,6,363,,,,
GA 142509ø508PN21-519,2021,Midville,508PN,508PN21,FALSE,,10/23/2021,,,GA 142509,,5,519,15.83,,,-9,,,-9,5746,,,,,,,6,M+,Runner,20,6,363,,,,
Georgia-12Yø707PN23-630,2023,Plains,707PN,707PN23,TRUE,,,11,,Georgia-12Y,,6,630,15.82837989,,,-9,,,-9,5746,,,,,,,7,ML,Runner,20,6,363,7,11,,
FloRunTM '52N'ø807PN25-604,2025,Attapulgus,807PN,807PN25,TRUE,5/23/2025,10/15/2025,127,1029,FloRunTM '52N',,6,604,15.84134078,567.5,1085,104.6082949,-9,,867.2206545,5750,,76,3,1,-9,-9,5,M,Runner,20,6,363,3,4,,
GA 082522ø607PN14-109,2014,Tifton,607PN,607PN14,TRUE,,9/15/2014,221,,GA 082522,,1,109,15.84,,,-9,,63.45,714.8815918,5750,7,75,4,1,0,0,6,M+,Runner,20,6,363,,,,
GA 092709ø607PN14-616,2014,Tifton,607PN,607PN14,TRUE,,12/31/2013,232,,GA 092709,,6,616,15.84,,,-9,,,-9,5750,7,,,,,,5,M,Virginia,20,6,363,,,,
Georgia Browneø605PN14-210,2014,Tifton,605PN,605PN14,TRUE,,12/31/2013,1,,Georgia Browne,,2,210,15.84,,,-9,,46.9,967.1479104,5750,7,73,3,0,0,0,5,M,Spanish,20,6,363,,,,
TifNV-High O/Lø607PN21-529,2021,Tifton,607PN,607PN21,TRUE,,9/30/2021,,,TifNV-High O/L,,5,529,15.84,,,-9,,,-9,5750,,,,,,,5,M,Runner,20,6,363,,,,
UF 12303ø607PN14-604,2014,Tifton,607PN,607PN14,TRUE,,12/31/2013,235,,UF 12303,,6,604,15.84,,,-9,,,-9,5750,7,,,,,,5,M,Runner,20,6,363,,,,
GA 112720ø508PN16-502,2016,Midville,508PN,508PN16,FALSE,,10/17/2016,233,,GA 112720,,5,502,15.84266667,,,-9,,,-9,5751,7,,,,,,6,M+,Runner,20,6,363,,,,
Georgia-12Yø507PN16-311,2016,Midville,507PN,507PN16,TRUE,,10/17/2016,119,,Georgia-12Y,,3,311,15.84266667,,,-9,,,-9,5751,7,,,,,,7,ML,Runner,20,6,363,,,,
Georgia-12Yø508PN16-411,2016,Midville,508PN,508PN16,FALSE,,10/17/2016,119,,Georgia-12Y,,4,411,15.84266667,,,-9,,,-9,5751,7,,,,,,7,ML,Runner,20,6,363,,,,
TufRunnerTM '727'ø508PN16-314,2016,Midville,508PN,508PN16,FALSE,,10/17/2016,220,,TufRunnerTM '727',,3,314,15.84266667,,,-9,,,-9,5751,7,,,,,,6,M+,Runner,20,6,363,,,,
FloRunTM '107'ø608PN16-525,2016,Tifton,608PN,608PN16,FALSE,,9/30/2016,114,,FloRunTM '107',,5,525,15.84444444,,,-9,,,-9,5752,7,,,,,,5,M,Runner,20,6,363,,,,
FloRunTM '52N'ø608PN25-318,2025,Tifton,608PN,608PN25,FALSE,5/15/2025,10/7/2025,127,1029,FloRunTM '52N',,3,318,15.8473743,497.1,967,102.8128232,-9,,882.3653627,5753,,74,5,1,-9,-9,5,M,Runner,20,6,363,8,18,,
Baileyø607PN13-419,2013,Tifton,607PN,607PN13,TRUE,,9/13/2013,110,,Bailey,,4,419,15.85,,,-9,,,-9,5754,7,,,,,,4,M-,Virginia,20,6,363,,,,
FloRunTM '107'ø608PN15-319,2015,Tifton,608PN,608PN15,FALSE,,10/8/2015,114,,FloRunTM '107',,3,319,15.85,,,-9,,,-9,5754,7,,,,,,5,M,Runner,20,6,363,,,,
GA 082524ø707PN14-114,2014,Plains,707PN,707PN14,TRUE,,10/20/2014,222,,GA 082524,,1,114,15.85,,,-9,,62.95,720.5597617,5754,7,69,5,3,0,0,7,ML,Runner,20,6,363,,,,
GA 082546ø607PN13-429,2013,Tifton,607PN,607PN13,TRUE,,10/16/2013,223,,GA 082546,,4,429,15.85,,,-9,,,-9,5754,7,,,,,,7,ML,Runner,20,6,363,,,,
Georgia Greenerø707PN13-123,2013,Plains,707PN,707PN13,TRUE,,10/13/2013,71,,Georgia Greener,,1,123,15.85,,,-9,,63.45,714.8815918,5754,7,76,3,0,0,0,5,M,Runner,20,6,363,,,,
Georgia-08Vø607PN13-615,2013,Tifton,607PN,607PN13,TRUE,,9/27/2013,99,,Georgia-08V,,6,615,15.85,,,-9,,,-9,5754,7,,,,,,5,M,Virginia,20,6,363,,,,
Georgia-09Bø608PN15-530,2015,Tifton,608PN,608PN15,FALSE,,10/8/2015,91,,Georgia-09B,,5,530,15.85,,,-9,,,-9,5754,7,,,,,,5,M,Runner,20,6,363,,,,
Georgia-11Jø507PN14-430,2014,Midville,507PN,507PN14,TRUE,,11/4/2014,93,,Georgia-11J,,4,430,15.85,,,-9,,,-9,5754,7,,,,,,7,ML,Virginia,20,6,363,,,,
Georgia-13Mø708PN13-126,2013,Plains,708PN,708PN13,FALSE,,10/23/2013,120,,Georgia-13M,,1,126,15.85,,,-9,,54.35,834.5765777,5754,7,76,2,2,0,0,6,M+,Runner,20,6,363,,,,
Sullivanø707PN14-401,2014,Plains,707PN,707PN14,TRUE,,9/19/2014,237,,Sullivan,,4,401,15.85,,,-9,,,-9,5754,7,,,,,,4,M-,Virginia,20,6,363,,,,
TifNV-High O/Lø607PN15-414,2015,Tifton,607PN,607PN15,TRUE,,10/8/2015,238,,TifNV-High O/L,,4,414,15.85,,,-9,,,-9,5754,7,,,,,,6,M+,Runner,20,6,363,,,,
TifNV-High O/Lø707PN17-527,2017,Plains,707PN,707PN17,TRUE,,10/10/2017,238,,TifNV-High O/L,,5,527,15.85,,,-9,,,-9,5754,10,,,,,,5,M,Runner,20,6,363,,,,
TufRunnerTM '727'ø708PN13-505,2013,Plains,708PN,708PN13,FALSE,,10/23/2013,220,,TufRunnerTM '727',,5,505,15.85,,,-9,,,-9,5754,7,,,,,,5,M,Runner,20,6,363,,,,
TufRunnerTM '297'ø707PN17-115,2017,Plains,707PN,707PN17,TRUE,,10/10/2017,235,,TufRunnerTM '297',,1,115,15.85,,,-9,,,-9,5754,10,,,,,,5,M,Runner,20,6,363,,,,
TufRunnerTM '297'ø707PN17-404,2017,Plains,707PN,707PN17,TRUE,,10/10/2017,235,,TufRunnerTM '297',,4,404,15.85,,,-9,,,-9,5754,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-25NVø707PN24-310,2024,Plains,707PN,707PN24,TRUE,6/5/2024,11/4/2024,133,,Georgia-25NV,GA 183129,3,310,15.9,,,-9,,,-9,5755,,,,,,,7,ML,Runner,20,6,363,10,7,,
GA 112720ø607PN16-115,2016,Tifton,607PN,607PN16,TRUE,,9/30/2016,233,,GA 112720,,1,115,15.86,,,-9,,,-9,5757,7,,,,,,6,M+,Runner,20,6,363,,,,
GA 122540ø607PN16-128,2016,Tifton,607PN,607PN16,TRUE,,9/30/2016,247,,GA 122540,,1,128,15.86,,,-9,,,-9,5757,7,,,,,,6,M+,Runner,20,6,363,,,,
Georgia-06Gø508PN17-505,2017,Midville,508PN,508PN17,FALSE,,10/10/2017,70,,Georgia-06G,,5,505,15.86,,,-9,,,-9,5757,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-09Bø507PN17-624,2017,Midville,507PN,507PN17,TRUE,,10/6/2017,91,,Georgia-09B,,6,624,15.86,,,-9,,,-9,5757,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-18RUø508PN17-517,2017,Midville,508PN,508PN17,FALSE,,10/10/2017,247,,Georgia-18RU,,5,517,15.86,,,-9,,,-9,5757,10,,,,,,6,M+,Runner,20,6,363,,,,
Tifguardø508PN17-525,2017,Midville,508PN,508PN17,FALSE,,10/10/2017,83,,Tifguard,,5,525,15.86,,,-9,,,-9,5757,10,,,,,,5,M,Runner,20,6,363,,,,
TifNV-High O/Lø608PN16-206,2016,Tifton,608PN,608PN16,FALSE,,9/30/2016,238,,TifNV-High O/L,,2,206,15.86,,,-9,,,-9,5757,7,,,,,,5,M,Runner,20,6,363,,,,
TifNV-High O/Lø507PN17-617,2017,Midville,507PN,507PN17,TRUE,,10/6/2017,238,,TifNV-High O/L,,6,617,15.86,,,-9,,,-9,5757,10,,,,,,5,M,Runner,20,6,363,,,,
TufRunnerTM '297'ø608PN16-424,2016,Tifton,608PN,608PN16,FALSE,,9/30/2016,235,,TufRunnerTM '297',,4,424,15.86,,,-9,,,-9,5757,7,,,,,,5,M,Runner,20,6,363,,,,
FloRunTM '52N'ø507PN25-318,2025,Midville,507PN,507PN25,TRUE,5/20/2025,10/10/2025,127,1029,FloRunTM '52N',,3,318,15.86145251,415.6,789,105.3485425,-9,,861.1269969,5758,,73,5,0,-9,-9,5,M,Runner,20,6,363,8,18,,
WPL-2ø507PN25-319,2025,Midville,507PN,507PN25,TRUE,5/20/2025,10/10/2025,201,1143,WPL-2,,3,319,15.86145251,578.6,987,117.2441743,-9,,773.7567736,5758,,72,5,0,-9,-9,5,M,Runner,20,6,363,8,19,,
GA 102720ø508PN15-428,2015,Midville,508PN,508PN15,FALSE,,10/31/2015,230,,GA 102720,,4,428,15.86222222,,,-9,,,-9,5758,7,,,,,,6,M+,Runner,20,6,363,,,,
GA 112557ø508PN15-609,2015,Midville,508PN,508PN15,FALSE,,10/31/2015,244,,GA 112557,,6,609,15.86222222,,,-9,,,-9,5758,7,,,,,,6,M+,Runner,20,6,363,,,,
GA 192518ø508PN24-126,2024,Midville,508PN,508PN24,FALSE,5/24/2024,10/21/2024,136,,GA 192518,,1,126,15.86592179,,,-9,,,-9,5759,,,,,,,5,M,Runner,20,6,363,6,3,,
Georgia Greenerø508PN24-617,2024,Midville,508PN,508PN24,FALSE,5/24/2024,10/21/2024,71,,Georgia Greener,,6,617,15.86592179,,,-9,,,-9,5759,,76,3,1,,,5,M,Runner,20,6,363,17,2,,
Georgia-16HOø508PN24-615,2024,Midville,508PN,508PN24,FALSE,5/24/2024,10/21/2024,100,,Georgia-16HO,,6,615,15.86592179,,,-9,,,-9,5759,,76,3,1,,,5,M,Runner,20,6,363,15,2,,
Georgia-20VHOø508PN24-315,2024,Midville,508PN,508PN24,FALSE,5/24/2024,10/21/2024,111,,Georgia-20VHO,,3,315,15.86592179,,,-9,,,-9,5759,,77,3,1,,,5,M,Runner,20,6,363,6,8,,
TifNV-High O/Lø508PN24-105,2024,Midville,508PN,508PN24,FALSE,5/24/2024,10/21/2024,96,,TifNV-High O/L,,1,105,15.86592179,,,-9,,,-9,5759,,,,,,,5,M,Runner,20,6,363,5,1,,
Georgia-14Nø807PN25-527,2025,Attapulgus,807PN,807PN25,TRUE,5/23/2025,10/24/2025,97,1108,Georgia-14N,,5,527,15.86664804,-9,-9,-9,-9,,-9,5760,,-9,-9,-9,-9,-9,6,M+,Runner,20,6,363,4,7,,
Florida-07ø507PN16-107,2016,Midville,507PN,507PN16,TRUE,,10/6/2016,73,,Florida-07,,1,107,15.86666667,,,-9,,,-9,5760,7,,,,,,6,M+,Runner,20,6,363,,,,
FloRunTM '107'ø507PN16-118,2016,Midville,507PN,507PN16,TRUE,,9/28/2016,114,,FloRunTM '107',,1,118,15.86666667,,,-9,,,-9,5760,7,,,,,,5,M,Runner,20,6,363,,,,
GA 132713ø507PN16-404,2016,Midville,507PN,507PN16,TRUE,,9/28/2016,248,,GA 132713,,4,404,15.86666667,,,-9,,,-9,5760,7,,,,,,5,M,Runner,20,6,363,,,,
GA 132713ø507PN16-506,2016,Midville,507PN,507PN16,TRUE,,9/28/2016,248,,GA 132713,,5,506,15.86666667,,,-9,,,-9,5760,7,,,,,,5,M,Runner,20,6,363,,,,
TufRunnerTM '727'ø507PN16-314,2016,Midville,507PN,507PN16,TRUE,,10/6/2016,220,,TufRunnerTM '727',,3,314,15.86666667,,,-9,,,-9,5760,7,,,,,,6,M+,Runner,20,6,363,,,,
FloRunTM '331'ø507PN21-603,2021,Midville,507PN,507PN21,TRUE,,10/15/2021,,,FloRunTM '331',,6,603,15.87,,,-9,,65,697.8344154,5761,,,,,,,5,M,Runner,20,6,363,,,,
FloRunTM '331'ø507PN21-603,2021,Midville,507PN,507PN21,TRUE,,10/15/2021,,,FloRunTM '331',,6,603,15.87,,,-9,,65,697.8344154,5761,,77,2,0,0,,5,M,Runner,20,6,363,,,,
GA 162725ø507PN21-315,2021,Midville,507PN,507PN21,TRUE,,10/15/2021,,,GA 162725,,3,315,15.87,,,-9,,67,677.0035373,5761,,77,2,0,0,,5,M,Runner,20,6,363,,,,
GA 162725ø507PN21-315,2021,Midville,507PN,507PN21,TRUE,,10/15/2021,,,GA 162725,,3,315,15.87,,,-9,,69,657.3802464,5761,,,,,,,5,M,Runner,20,6,363,,,,
Georgia Greenerø507PN21-306,2021,Midville,507PN,507PN21,TRUE,,10/15/2021,,,Georgia Greener,,3,306,15.87,,,-9,,69,657.3802464,5761,,77,3,0,0,,5,M,Runner,20,6,363,,,,
Georgia Greenerø507PN21-306,2021,Midville,507PN,507PN21,TRUE,,10/15/2021,,,Georgia Greener,,3,306,15.87,,,-9,,71,638.862493,5761,,,,,,,5,M,Runner,20,6,363,,,,
TifNV-High O/Lø507PN21-106,2021,Midville,507PN,507PN21,TRUE,,10/15/2021,,,TifNV-High O/L,,1,106,15.87,,,-9,,,-9,5761,,,,,,,5,M,Runner,20,6,363,,,,
Wynneø507PN14-530,2014,Midville,507PN,507PN14,TRUE,,10/1/2014,236,,Wynne,,5,530,15.87,,,-9,,,-9,5761,7,,,,,,4,M-,Virginia,20,6,363,,,,
Suggø707PN15-621,2015,Plains,707PN,707PN15,TRUE,,10/14/2015,112,,Sugg,,6,621,15.87444444,,,-9,,,-9,5762,7,,,,,,4,M-,Virginia,20,6,363,,,,
AU-NPL 17ø607PN17-418,2017,Tifton,607PN,607PN17,TRUE,,10/3/2017,257,1010,AU-NPL 17,,4,418,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
FloRunTM '107'ø607PN17-424,2017,Tifton,607PN,607PN17,TRUE,,10/3/2017,114,,FloRunTM '107',,4,424,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
FloRunTM '107'ø507PN14-425,2014,Midville,507PN,507PN14,TRUE,,11/4/2014,114,,FloRunTM '107',,4,425,15.88,,,-9,,,-9,5764,7,,,,,,5,M,Runner,20,6,363,,,,
FloRunTM '331'ø607PN17-229,2017,Tifton,607PN,607PN17,TRUE,,10/3/2017,256,,FloRunTM '331',,2,229,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
FloRunTM '331'ø608PN17-325,2017,Tifton,608PN,608PN17,FALSE,,10/9/2017,256,,FloRunTM '331',,3,325,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia Greenerø608PN17-317,2017,Tifton,608PN,608PN17,FALSE,,10/9/2017,71,,Georgia Greener,,3,317,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia Greenerø608PN17-515,2017,Tifton,608PN,608PN17,FALSE,,10/9/2017,71,,Georgia Greener,,5,515,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-04Sø605PN17-110,2017,Tifton,605PN,605PN17,TRUE,,9/26/2017,11,,Georgia-04S,,1,110,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Spanish,20,6,363,,,,
Georgia-06Gø607PN17-208,2017,Tifton,607PN,607PN17,TRUE,,10/3/2017,70,,Georgia-06G,,2,208,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-06Gø608PN17-303,2017,Tifton,608PN,608PN17,FALSE,,10/9/2017,70,,Georgia-06G,,3,303,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-09Bø607PN17-304,2017,Tifton,607PN,607PN17,TRUE,,10/3/2017,91,,Georgia-09B,,3,304,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-09Bø608PN17-225,2017,Tifton,608PN,608PN17,FALSE,,10/9/2017,91,,Georgia-09B,,2,225,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-09Bø608PN17-624,2017,Tifton,608PN,608PN17,FALSE,,10/9/2017,91,,Georgia-09B,,6,624,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Georgia-16HOø608PN17-516,2017,Tifton,608PN,608PN17,FALSE,,10/9/2017,233,,Georgia-16HO,,5,516,15.88,,,-9,,,-9,5764,10,,,,,,5,M,Runner,20,6,363,,,,
Wynneø507PN17-419,2017,Midville,507PN,507PN17,TRUE,,9/18/2017,236,,Wynne,,4,419,15.88,,,-9,,,-9,5764,10,,,,,,4,M-,Virginia,20,6,363,,,,
Georgia-07Wø507PN15-628,2015,Midville,507PN,507PN15,TRUE,,10/21/2015,96,,Georgia-07W,,6,628,15.885,,,-9,,,-9,5766,7,,,,,,6,M+,Runner,20,6,363,,,,
GA 132705ø608PN17-607,2017,Tifton,608PN,608PN17,FALSE,,10/26/2017,258,,GA 132705,,6,607,15.89,,,-9,,,-9,5768,10,,,,,,6,M+,Runner,20,6,363,,,,
GA 182729ø707PN25-307,2025,Plains,707PN,707PN25,TRUE,5/22/2025,11/4/2025,131,1079,GA 182729,,3,307,15.89899441,-9,-9,-9,-9,,-9,5771,,77,3,0,-9,-9,6,M+,Runner,20,6,363,7,16,,
GA 222512ø707PN25-502,2025,Plains,707PN,707PN25,TRUE,5/22/2025,11/4/2025,139,1089,GA 222512,,5,502,15.89899441,-9,-9,-9,-9,,-9,5771,,-9,-9,-9,-9,-9,7,ML,Runner,20,6,363,6,10,,
Georgia-12Yø707PN25-332,2025,Plains,707PN,707PN25,TRUE,5/22/2025,11/4/2025,90,1106,Georgia-12Y,,3,332,15.89899441,-9,-9,-9,-9,,-9,5771,,69,4,0,-9,-9,7,ML,Runner,20,6,363,9,13,,
Georgia-21GRø707PN25-629,2025,Plains,707PN,707PN25,TRUE,5/22/2025,11/4/2025,115,1113,Georgia-21GR,,6,629,15.89899441,-9,-9,-9,-9,,-9,5771,,73,3,2,-9,-9,6,M+,Runner,20,6,363,1,7,,
Georgia-22MPRø707PN25-501,2025,Plains,707PN,707PN25,TRUE,5/22/2025,11/4/2025,120,1114,Georgia-22MPR,,5,501,15.89899441,-9,-9,-9,-9,,-9,5771,,-9,-9,-9,-9,-9,7,ML,Runner,20,6,363,6,11,,
AU-NPL 17ø608PN19-616,2019,Tifton,608PN,608PN19,FALSE,,10/4/2019,257,1010,AU-NPL 17,,6,616,15.9,,,-9,,,-9,5772,,,,,,,5,M,Runner,20,6,363,,,,
Georgia-22MPRø508PN25-612,2025,Midville,508PN,508PN25,FALSE,5/20/2025,10/22/2025,120,1114,Georgia-22MPR,,6,612,15.9,616.3,956,128.9330544,-9,,703.6091282,5772,,77,1,1,-9,-9,7,ML,Runner,20,6,363,2,11,,
ARS 13-1125ø608PN19-216,2019,Tifton,608PN,608PN19,FALSE,,10/4/2019,267,,ARS 13-1125,,2,216,15.9,,,-9,,,-9,5772,,,,,,,5,M,Runner,20,6,363,,,,
Bailey IIø707PN19-601,2019,Plains,707PN,707PN19,TRUE,,9/24/2019,262,,Bailey II,,6,601,15.9,,,-9,,,-9,5772,,,,,,,4,M-,Virginia,20,6,363,,,,
FloRunTM '107'ø707PN13-608,2013,Plains,707PN,707PN13,TRUE,,10/28/2013,114,,FloRunTM '107',,6,608,15.9,,,-9,,,-9,5772,7,,,,,,6,M+,Runner,20,6,363,,,,
FloRunTM '107'ø707PN14-206,2014,Plains,707PN,707PN14,TRUE,,9/26/2014,114,,FloRunTM '107',,2,206,15.9,,,-9,,94.15,481.7762825,5772,7,72,3,2,0,0,5,M,Runner,20,6,363,,,,
GA 082524ø707PN14-314,2014,Plains,707PN,707PN14,TRUE,,10/20/2014,222,,GA 082524,,3,314,15.9,,,-9,,,-9,5772,7,,,,,,7,ML,Runner,20,6,363,,,,
GA 092709ø707PN14-507,2014,Plains,707PN,707PN14,TRUE,,9/26/2014,232,,GA 092709,,5,507,15.9,,,-9,,,-9,5772,7,,,,,,5,M,Virginia,20,6,363,,,,
GA 112720ø707PN14-622,2014,Plains,707PN,707PN14,TRUE,,10/6/2014,233,,GA 112720,,6,622,15.9,,,-9,,,-9,5772,7,,,,,,6,M+,Runner,20,6,363,,,,
GA 122544ø607PN15-408,2015,Tifton,607PN,607PN15,TRUE,,10/8/2015,245,,GA 122544,,4,408,15.9,,,-9,,,-9,5772,7,,,,,,6,M+,Runner,20,6,363,,,,
GA 182726ø508PN23-625,2023,Midville,508PN,508PN23,FALSE,,,26,,GA 182726,,6,625,15.9,,,-9,,,-9,5772,,,,,,,5,M,Runner,20,6,363,7,16,,
Georgia-02Cø508PN13-219,2013,Midville,508PN,508PN13,FALSE,,10/24/2013,60,,Georgia-02C,,2,219,15.9,,,-9,,65.85,688.8266819,5772,7,72,5,1,0,0,6,M+,Runner,20,6,363,,,,
Georgia-06Gø607PN15-526,2015,Tifton,607PN,607PN15,TRUE,,9/25/2015,70,,Georgia-06G,,5,526,15.9,,,-9,,,-9,5772,7,,,,,,5,M,Runner,20,6,363,,,,
Georgia-06Gø608PN15-330,2015,Tifton,608PN,608PN15,FALSE,,10/8/2015,70,,Georgia-06G,,3,330,15.9,,,-9,,,-9,5772,7,,,,,,5,M,Runner,20,6,363,,,,
Georgia-09Bø607PN18-612,2018,Tifton,607PN,607PN18,TRUE,,10/19/2018,91,,Georgia-09B,,6,612,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
Georgia-10Tø707PN14-316,2014,Plains,707PN,707PN14,TRUE,,10/20/2014,92,,Georgia-10T,,3,316,15.9,,,-9,,,-9,5772,7,,,,,,7,ML,Runner,20,6,363,,,,
Georgia-11Jø607PN13-222,2013,Tifton,607PN,607PN13,TRUE,,10/16/2013,93,,Georgia-11J,,2,222,15.9,,,-9,,110.8,409.3793953,5772,7,72,1,1,59,88,7,ML,Virginia,20,6,363,,,,
Georgia-14Nø608PN18-222,2018,Tifton,608PN,608PN18,FALSE,,10/15/2018,221,,Georgia-14N,,2,222,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
Georgia-16HOø607PN18-527,2018,Tifton,607PN,607PN18,TRUE,,10/19/2018,233,,Georgia-16HO,,5,527,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
Georgia-16HOø608PN18-514,2018,Tifton,608PN,608PN18,FALSE,,10/15/2018,233,,Georgia-16HO,,5,514,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
Georgia-16HOø708PN19-307,2019,Plains,708PN,708PN19,FALSE,,10/7/2019,233,,Georgia-16HO,,3,307,15.9,,,-9,,,-9,5772,,,,,,,5,M,Runner,20,6,363,,,,
Georgia-18RUø608PN18-114,2018,Tifton,608PN,608PN18,FALSE,,10/15/2018,247,,Georgia-18RU,,1,114,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
Georgia-19HPø607PN18-523,2018,Tifton,607PN,607PN18,TRUE,,10/19/2018,249,,Georgia-19HP,,5,523,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Virginia,20,6,363,,,,
Georgia-20VHOø507PN18-127,2018,Midville,507PN,507PN18,TRUE,,10/16/2018,264,,Georgia-20VHO,,1,127,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
Georgia-20VHOø607PN18-209,2018,Tifton,607PN,607PN18,TRUE,,10/19/2018,264,,Georgia-20VHO,,2,209,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
Tifguardø507PN13-405,2013,Midville,507PN,507PN13,TRUE,,10/24/2013,83,,Tifguard,,4,405,15.9,,,-9,,,-9,5772,7,,,,,,5,M,Runner,20,6,363,,,,
TifNV-High O/Lø607PN15-614,2015,Tifton,607PN,607PN15,TRUE,,10/8/2015,238,,TifNV-High O/L,,6,614,15.9,,,-9,,,-9,5772,7,,,,,,6,M+,Runner,20,6,363,,,,
TufRunnerTM '297'ø607PN18-613,2018,Tifton,607PN,607PN18,TRUE,,10/19/2018,235,,TufRunnerTM '297',,6,613,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
TufRunnerTM '297'ø608PN18-417,2018,Tifton,608PN,608PN18,FALSE,,10/15/2018,235,,TufRunnerTM '297',,4,417,15.9,,,-9,,,-9,5772,,,,,,,,Unknown,Runner,20,6,363,,,,
UF 15303ø607PN19-407,2019,Tifton,607PN,607PN19,TRUE,,10/4/2019,269,,UF 15303,,4,407,15.9,,,-9,,,-9,5772,,,,,,,5,M,Runner,20,6,363,,,,
Georgia-22MPRø508PN25-223,2025,Midville,508PN,508PN25,FALSE,5/20/2025,10/22/2025,120,1114,Georgia-22MPR,,2,223,15.90782123,-9,-9,-9,-9,,-9,5775,,-9,-9,-9,-9,-9,7,ML,Runner,20,6,363,6,12,,
Georgia-13Mø507PN16-518,2016,Midville,507PN,507PN16,TRUE,,10/6/2016,120,,Georgia-13M,,5,518,15.91578947,,,-9,,,-9,5777,7,,,,,,6,M+,Runner,20,6,363,,,,
Tifguardø708PN15-228,2015,Plains,708PN,708PN15,FALSE,,10/29/2015,83,,Tifguard,,2,228,15.91333333,,,-9,,,-9,5777,7,,,,,,5,M,Runner,20,6,363,,,,
UF13302ø708PN15-416,2015,Plains,708PN,708PN15,FALSE,,10/29/2015,243,,UF13302,,4,416,15.91333333,,,-9,,,-9,5777,7,,,,,,5,M,Runner,20,6,363,,,,
Georgia-09Bø707PN25-517,2025,Plains,707PN,707PN25,TRUE,5/22/2025,10/22/2025,82,1103,Georgia-09B,,5,517,15.91620112,-9,-9,-9,-9,,-9,5778,,-9,-9,-9,-9,-9,5,M,Runner,20,6,363,5,6,,
Georgia-24NHOø707PN25-215,2025,Plains,707PN,707PN25,TRUE,5/22/2025,10/22/2025,130,1116,Georgia-24NHO,,2,215,15.91620112,-9,-9,-9,-9,,-9,5778,,-9,-9,-9,-9,-9,5,M,Runner,20,6,363,5,19,,
